RID,Signaltype
router-84875df7fc-cmkz9-3-6637475-0,33.0
router-84875df7fc-scxcj-7-74389553-0,17.0
router-84875df7fc-52vz8-1-8972140-0,17.0
router-84875df7fc-b5nxc-4-73360344-0,17.0
router-84875df7fc-b5nxc-0-6290752-1,3.0
router-84875df7fc-52vz8-6-63418172-0,6.0
router-84875df7fc-b5nxc-3-9613283-0,16.0
router-84875df7fc-scxcj-7-65690949-0,1.0
router-84875df7fc-cmkz9-7-49955733-0,18.0
router-84875df7fc-b5nxc-7-22841182-0,49.0
router-84875df7fc-scxcj-7-55011341-0,35.0
router-84875df7fc-8n4sw-7-57846145-0,28.0
router-84875df7fc-cmkz9-2-9546853-0,12.0
router-84875df7fc-8n4sw-2-8886077-0,12.0
router-84875df7fc-52vz8-6-48191777-0,8.0
router-84875df7fc-scxcj-3-28326908-0,8.0
router-84875df7fc-cmkz9-1-7398486-0,32.0
router-84875df7fc-cmkz9-7-64553115-0,8.0
router-84875df7fc-scxcj-3-29302321-0,71.0
router-84875df7fc-52vz8-4-25056656-0,21.0
router-84875df7fc-52vz8-2-9786644-0,22.0
router-84875df7fc-b5nxc-3-9396509-0,25.0
router-84875df7fc-52vz8-6-55608523-0,18.0
router-84875df7fc-scxcj-7-67912457-0,31.0
router-84875df7fc-cmkz9-4-31879820-0,28.0
router-84875df7fc-52vz8-6-62748840-0,31.0
router-84875df7fc-cmkz9-7-65407928-0,15.0
router-84875df7fc-scxcj-3-29644472-0,35.0
router-84875df7fc-cmkz9-7-54405257-0,36.0
router-84875df7fc-scxcj-7-65336308-0,0.0
router-84875df7fc-scxcj-7-51464938-0,25.0
router-84875df7fc-8n4sw-7-60285787-0,0.0
router-84875df7fc-cmkz9-2-10453529-0,12.0
router-84875df7fc-scxcj-7-68264935-0,3.0
router-84875df7fc-b5nxc-4-73080698-0,34.0
router-84875df7fc-cmkz9-3-6889207-0,19.0
router-84875df7fc-52vz8-7-10006924-0,5.0
router-84875df7fc-52vz8-4-23538615-0,1.0
router-84875df7fc-scxcj-7-56488602-0,8.0
router-84875df7fc-52vz8-6-52586943-0,25.0
router-84875df7fc-8n4sw-6-20974672-0,3.0
router-84875df7fc-8n4sw-6-27705234-0,24.0
router-84875df7fc-52vz8-4-21970922-0,15.0
router-84875df7fc-scxcj-7-58550031-0,46.0
router-84875df7fc-b5nxc-6-14679209-0,34.0
router-84875df7fc-52vz8-3-17723569-0,12.0
router-84875df7fc-b5nxc-4-74626230-0,13.0
router-84875df7fc-b5nxc-0-6085141-0,26.0
router-84875df7fc-b5nxc-4-60153801-0,16.0
router-84875df7fc-scxcj-5-9455069-0,21.0
router-84875df7fc-cmkz9-5-11128276-0,11.0
router-84875df7fc-8n4sw-6-24114738-0,16.0
router-84875df7fc-scxcj-6-15038272-0,25.0
router-84875df7fc-8n4sw-4-13583905-0,27.0
router-84875df7fc-52vz8-6-67938288-0,8.0
router-84875df7fc-b5nxc-7-21855063-0,43.0
router-84875df7fc-cmkz9-4-24855947-0,6.0
router-84875df7fc-cmkz9-7-64629620-0,21.0
router-84875df7fc-8n4sw-7-59955321-0,1.0
router-84875df7fc-scxcj-1-7193451-0,20.0
router-84875df7fc-52vz8-6-51225639-0,14.0
router-84875df7fc-scxcj-3-27536500-0,26.0
router-84875df7fc-scxcj-6-15729222-0,33.0
router-84875df7fc-b5nxc-5-9385446-0,22.0
router-84875df7fc-52vz8-5-10295582-0,26.0
router-84875df7fc-cmkz9-7-66485295-0,2.0
router-84875df7fc-8n4sw-7-77792061-0,55.0
router-84875df7fc-52vz8-3-16538978-0,43.0
router-84875df7fc-8n4sw-7-53743987-0,41.0
router-84875df7fc-scxcj-6-15393932-0,21.0
router-84875df7fc-b5nxc-6-12290174-0,0.0
router-84875df7fc-cmkz9-1-9084607-0,24.0
router-84875df7fc-52vz8-3-14298150-0,25.0
router-84875df7fc-b5nxc-4-52123742-0,28.0
router-84875df7fc-scxcj-7-51466776-0,19.0
router-84875df7fc-8n4sw-6-30246813-0,84.0
router-84875df7fc-b5nxc-4-73305801-0,0.0
router-84875df7fc-52vz8-6-45710226-0,3.0
router-84875df7fc-52vz8-1-9261058-0,30.0
router-84875df7fc-8n4sw-1-8292634-0,0.0
router-84875df7fc-b5nxc-4-68765266-0,18.0
router-84875df7fc-52vz8-6-66486709-0,10.0
router-84875df7fc-52vz8-5-7299907-0,25.0
router-84875df7fc-8n4sw-1-6912566-0,22.0
router-84875df7fc-scxcj-7-49854147-0,52.0
router-84875df7fc-8n4sw-7-73903029-0,24.0
router-84875df7fc-8n4sw-6-30805112-0,21.0
router-84875df7fc-cmkz9-5-10607467-0,16.0
router-84875df7fc-scxcj-4-9815680-0,27.0
router-84875df7fc-b5nxc-6-12562037-0,13.0
router-84875df7fc-cmkz9-5-12024630-0,29.0
router-84875df7fc-52vz8-2-9513686-0,33.0
router-84875df7fc-b5nxc-1-8550036-0,19.0
router-84875df7fc-52vz8-3-17689541-0,12.0
router-84875df7fc-b5nxc-4-74664662-0,10.0
router-84875df7fc-52vz8-5-10019055-0,29.0
router-84875df7fc-cmkz9-7-68484366-0,48.0
router-84875df7fc-52vz8-6-62623743-0,27.0
router-84875df7fc-8n4sw-7-71400475-0,0.0
router-84875df7fc-scxcj-4-9078972-0,14.0
router-84875df7fc-cmkz9-6-15473632-0,28.0
router-84875df7fc-52vz8-6-62213339-0,12.0
router-84875df7fc-8n4sw-6-30430462-0,46.0
router-84875df7fc-cmkz9-7-67500935-0,8.0
router-84875df7fc-cmkz9-7-63194819-0,1.0
router-84875df7fc-scxcj-6-17171054-0,28.0
router-84875df7fc-scxcj-7-67219669-0,31.0
router-84875df7fc-b5nxc-5-8865620-0,41.0
router-84875df7fc-scxcj-3-28633759-0,25.0
router-84875df7fc-cmkz9-7-64180766-0,42.0
router-84875df7fc-cmkz9-1-9208628-0,0.0
router-84875df7fc-52vz8-6-67925394-0,33.0
router-84875df7fc-cmkz9-3-7717629-0,14.0
router-84875df7fc-b5nxc-7-23274015-0,32.0
router-84875df7fc-8n4sw-7-73124433-0,22.0
router-84875df7fc-scxcj-7-58469048-0,7.0
router-84875df7fc-52vz8-4-29031768-0,2.0
router-84875df7fc-52vz8-4-31637101-0,15.0
router-84875df7fc-cmkz9-7-68222732-0,46.0
router-84875df7fc-b5nxc-5-10638990-0,38.0
router-84875df7fc-8n4sw-1-9025369-0,13.0
router-84875df7fc-scxcj-0-8632438-0,4.0
router-84875df7fc-b5nxc-4-67427170-0,29.0
router-84875df7fc-52vz8-4-29734550-0,33.0
router-84875df7fc-b5nxc-5-8453153-0,47.0
router-84875df7fc-b5nxc-0-5146113-0,3.0
router-84875df7fc-cmkz9-7-48770602-0,16.0
router-84875df7fc-8n4sw-7-62900011-0,6.0
router-84875df7fc-52vz8-5-7822832-0,6.0
router-84875df7fc-b5nxc-6-12557762-0,19.0
router-84875df7fc-b5nxc-7-21258805-0,30.0
router-84875df7fc-8n4sw-7-73123262-0,10.0
router-84875df7fc-52vz8-6-62809743-0,22.0
router-84875df7fc-b5nxc-5-9175816-0,6.0
router-84875df7fc-cmkz9-4-32070769-0,16.0
router-84875df7fc-scxcj-0-6729890-0,8.0
router-84875df7fc-scxcj-2-7835481-0,7.0
router-84875df7fc-cmkz9-6-12096066-0,5.0
router-84875df7fc-52vz8-6-65924543-0,6.0
router-84875df7fc-52vz8-2-6680728-0,23.0
router-84875df7fc-8n4sw-6-28540820-0,29.0
router-84875df7fc-b5nxc-4-49453270-0,16.0
router-84875df7fc-cmkz9-3-9290955-0,44.0
router-84875df7fc-b5nxc-4-59410566-0,29.0
router-84875df7fc-52vz8-0-7737091-0,0.0
router-84875df7fc-8n4sw-6-24173698-0,14.0
router-84875df7fc-scxcj-5-9201844-0,3.0
router-84875df7fc-52vz8-4-29394653-0,26.0
router-84875df7fc-52vz8-1-8973346-0,4.0
router-84875df7fc-scxcj-4-7694773-0,33.0
router-84875df7fc-cmkz9-7-70297065-0,17.0
router-84875df7fc-scxcj-6-15659751-0,28.0
router-84875df7fc-8n4sw-7-58812663-0,13.0
router-84875df7fc-b5nxc-7-29546207-0,7.0
router-84875df7fc-cmkz9-6-12563225-0,0.0
router-84875df7fc-8n4sw-1-6216177-0,8.0
router-84875df7fc-cmkz9-2-8058809-0,33.0
router-84875df7fc-8n4sw-7-60591546-0,30.0
router-84875df7fc-52vz8-6-63188954-0,17.0
router-84875df7fc-52vz8-1-9427308-0,9.0
router-84875df7fc-scxcj-6-16381385-0,1.0
router-84875df7fc-scxcj-7-52208250-0,19.0
router-84875df7fc-scxcj-7-49534498-0,7.0
router-84875df7fc-52vz8-6-51341204-0,18.0
router-84875df7fc-52vz8-4-29648636-0,27.0
router-84875df7fc-52vz8-6-62974743-0,28.0
router-84875df7fc-cmkz9-1-9025454-0,27.0
router-84875df7fc-b5nxc-4-75234584-0,7.0
router-84875df7fc-cmkz9-1-6914805-0,39.0
router-84875df7fc-8n4sw-7-71540928-0,36.0
router-84875df7fc-scxcj-7-54531953-0,17.0
router-84875df7fc-scxcj-7-58925827-0,20.0
router-84875df7fc-scxcj-3-23940313-0,18.0
router-84875df7fc-cmkz9-7-52411538-0,13.0
router-84875df7fc-scxcj-7-58872893-0,23.0
router-84875df7fc-cmkz9-0-6257797-0,7.0
router-84875df7fc-scxcj-7-71026411-0,2.0
router-84875df7fc-b5nxc-4-67826166-0,65.0
router-84875df7fc-scxcj-7-70981035-0,23.0
router-84875df7fc-cmkz9-4-29198657-0,34.0
router-84875df7fc-b5nxc-7-28091282-0,45.0
router-84875df7fc-cmkz9-7-53021505-0,12.0
router-84875df7fc-52vz8-6-54638536-0,12.0
router-84875df7fc-52vz8-3-11818851-0,11.0
router-84875df7fc-cmkz9-3-7661504-0,18.0
router-84875df7fc-b5nxc-7-29394099-0,4.0
router-84875df7fc-8n4sw-2-7323336-0,12.0
router-84875df7fc-52vz8-3-12339876-0,10.0
router-84875df7fc-scxcj-7-51475318-0,18.0
router-84875df7fc-scxcj-7-57641848-0,18.0
router-84875df7fc-cmkz9-7-68626001-0,27.0
router-84875df7fc-b5nxc-0-5069212-0,29.0
router-84875df7fc-scxcj-7-51080079-0,21.0
router-84875df7fc-52vz8-4-21560573-0,50.0
router-84875df7fc-52vz8-1-9122724-0,17.0
router-84875df7fc-cmkz9-7-66140666-0,41.0
router-84875df7fc-52vz8-1-8791198-0,89.0
router-84875df7fc-b5nxc-7-28189667-0,19.0
router-84875df7fc-b5nxc-5-11011422-0,21.0
router-84875df7fc-b5nxc-6-13031048-0,35.0
router-84875df7fc-cmkz9-1-7384135-0,11.0
router-84875df7fc-8n4sw-7-73935343-0,20.0
router-84875df7fc-cmkz9-0-6382855-0,2.0
router-84875df7fc-52vz8-5-8119448-0,21.0
router-84875df7fc-scxcj-7-64942411-0,20.0
router-84875df7fc-cmkz9-7-53947081-0,8.0
router-84875df7fc-cmkz9-4-24409795-0,40.0
router-84875df7fc-b5nxc-4-53425047-0,27.0
router-84875df7fc-b5nxc-7-27268358-0,0.0
router-84875df7fc-scxcj-2-10192197-1,30.0
router-84875df7fc-scxcj-7-47837770-0,19.0
router-84875df7fc-cmkz9-7-54008530-0,0.0
router-84875df7fc-cmkz9-7-61959146-0,22.0
router-84875df7fc-b5nxc-5-11354206-0,13.0
router-84875df7fc-scxcj-7-69419501-0,27.0
router-84875df7fc-52vz8-5-10639969-0,22.0
router-84875df7fc-b5nxc-1-6898915-0,31.0
router-84875df7fc-scxcj-7-53283494-0,12.0
router-84875df7fc-52vz8-3-13998890-0,21.0
router-84875df7fc-scxcj-7-49190981-0,11.0
router-84875df7fc-cmkz9-1-7678968-0,24.0
router-84875df7fc-52vz8-0-7781743-0,39.0
router-84875df7fc-52vz8-6-55055034-0,40.0
router-84875df7fc-b5nxc-4-50743499-0,33.0
router-84875df7fc-52vz8-4-29548797-0,13.0
router-84875df7fc-cmkz9-6-12571477-0,0.0
router-84875df7fc-cmkz9-4-31980693-0,20.0
router-84875df7fc-52vz8-3-16586823-0,37.0
router-84875df7fc-cmkz9-7-64281348-0,13.0
router-84875df7fc-8n4sw-4-13969959-0,30.0
router-84875df7fc-b5nxc-1-7245737-0,5.0
router-84875df7fc-cmkz9-6-11990443-0,5.0
router-84875df7fc-52vz8-1-7575816-0,40.0
router-84875df7fc-52vz8-7-10018824-0,19.0
router-84875df7fc-52vz8-2-9262360-0,2.0
router-84875df7fc-b5nxc-7-24643874-0,34.0
router-84875df7fc-scxcj-2-8329507-0,8.0
router-84875df7fc-52vz8-1-7547370-0,42.0
router-84875df7fc-cmkz9-7-55245943-0,35.0
router-84875df7fc-cmkz9-7-63660853-0,36.0
router-84875df7fc-cmkz9-0-6591963-0,15.0
router-84875df7fc-cmkz9-7-47778053-0,29.0
router-84875df7fc-scxcj-7-73847343-0,12.0
router-84875df7fc-8n4sw-6-24742067-0,35.0
router-84875df7fc-cmkz9-7-50472409-0,14.0
router-84875df7fc-b5nxc-4-58701034-0,34.0
router-84875df7fc-52vz8-4-31468049-0,0.0
router-84875df7fc-scxcj-2-9564856-0,11.0
router-84875df7fc-8n4sw-1-6716486-0,30.0
router-84875df7fc-cmkz9-5-10987003-0,17.0
router-84875df7fc-b5nxc-2-9613941-0,17.0
router-84875df7fc-52vz8-6-68668319-0,40.0
router-84875df7fc-cmkz9-7-69111927-0,9.0
router-84875df7fc-8n4sw-7-69274086-0,31.0
router-84875df7fc-b5nxc-0-6533277-0,4.0
router-84875df7fc-scxcj-7-67456463-0,18.0
router-84875df7fc-b5nxc-5-9643133-0,12.0
router-84875df7fc-52vz8-6-61502982-0,27.0
router-84875df7fc-b5nxc-4-57808527-0,35.0
router-84875df7fc-8n4sw-6-28554366-0,28.0
router-84875df7fc-52vz8-3-13844602-0,9.0
router-84875df7fc-52vz8-4-23605232-0,30.0
router-84875df7fc-8n4sw-3-9368684-0,54.0
router-84875df7fc-b5nxc-4-73655604-0,2.0
router-84875df7fc-cmkz9-4-31317595-0,6.0
router-84875df7fc-cmkz9-7-56207052-0,11.0
router-84875df7fc-52vz8-4-27977540-0,17.0
router-84875df7fc-cmkz9-4-24309438-0,14.0
router-84875df7fc-scxcj-2-7078315-0,9.0
router-84875df7fc-cmkz9-7-56195418-0,15.0
router-84875df7fc-b5nxc-0-6388270-0,55.0
router-84875df7fc-cmkz9-5-8629414-0,19.0
router-84875df7fc-52vz8-2-6825381-0,49.0
router-84875df7fc-8n4sw-6-25191273-0,10.0
router-84875df7fc-b5nxc-7-28268237-0,24.0
router-84875df7fc-cmkz9-7-53257260-0,16.0
router-84875df7fc-8n4sw-6-31669503-0,24.0
router-84875df7fc-cmkz9-6-11481920-0,42.0
router-84875df7fc-8n4sw-7-57811314-0,33.0
router-84875df7fc-cmkz9-3-6495815-0,25.0
router-84875df7fc-b5nxc-4-60058127-0,22.0
router-84875df7fc-8n4sw-7-72563747-0,0.0
router-84875df7fc-8n4sw-7-77337966-0,41.0
router-84875df7fc-scxcj-7-56187924-0,8.0
router-84875df7fc-52vz8-6-49495770-0,2.0
router-84875df7fc-scxcj-7-70465393-0,27.0
router-84875df7fc-scxcj-3-30886618-0,36.0
router-84875df7fc-b5nxc-1-9150324-0,16.0
router-84875df7fc-cmkz9-7-53622776-0,7.0
router-84875df7fc-52vz8-3-15955537-0,15.0
router-84875df7fc-cmkz9-4-24939509-0,7.0
router-84875df7fc-b5nxc-4-59589227-0,9.0
router-84875df7fc-scxcj-4-7789132-0,4.0
router-84875df7fc-52vz8-4-22183504-0,21.0
router-84875df7fc-8n4sw-7-71094389-0,38.0
router-84875df7fc-52vz8-0-6792372-0,0.0
router-84875df7fc-cmkz9-7-51883556-0,23.0
router-84875df7fc-scxcj-7-74031914-0,25.0
router-84875df7fc-52vz8-6-50396015-0,12.0
router-84875df7fc-52vz8-0-6781234-0,20.0
router-84875df7fc-8n4sw-7-73924857-0,4.0
router-84875df7fc-52vz8-2-9209693-0,18.0
router-84875df7fc-52vz8-6-68887317-0,43.0
router-84875df7fc-8n4sw-7-51369762-0,3.0
router-84875df7fc-52vz8-6-50027754-0,14.0
router-84875df7fc-b5nxc-7-23747816-0,15.0
router-84875df7fc-scxcj-6-13192399-0,20.0
router-84875df7fc-cmkz9-6-13265195-0,5.0
router-84875df7fc-cmkz9-7-52787693-0,8.0
router-84875df7fc-cmkz9-6-12510366-0,4.0
router-84875df7fc-8n4sw-6-23623983-0,28.0
router-84875df7fc-scxcj-6-16764432-0,8.0
router-84875df7fc-b5nxc-7-24314308-0,10.0
router-84875df7fc-52vz8-5-8597393-0,30.0
router-84875df7fc-52vz8-3-17558209-0,14.0
router-84875df7fc-cmkz9-7-64968232-0,17.0
router-84875df7fc-52vz8-4-24245899-0,5.0
router-84875df7fc-b5nxc-5-10728335-0,25.0
router-84875df7fc-scxcj-4-7786259-0,4.0
router-84875df7fc-b5nxc-5-8434746-0,63.0
router-84875df7fc-scxcj-7-69297779-0,5.0
router-84875df7fc-8n4sw-7-54208492-0,16.0
router-84875df7fc-scxcj-7-58989055-0,49.0
router-84875df7fc-8n4sw-7-72291461-0,8.0
router-84875df7fc-cmkz9-4-23009769-0,23.0
router-84875df7fc-scxcj-5-9100213-0,12.0
router-84875df7fc-cmkz9-7-63276889-0,37.0
router-84875df7fc-cmkz9-7-53108853-0,4.0
router-84875df7fc-cmkz9-2-8000383-0,25.0
router-84875df7fc-b5nxc-4-58827583-0,17.0
router-84875df7fc-scxcj-4-9021717-0,0.0
router-84875df7fc-scxcj-2-7100091-0,19.0
router-84875df7fc-8n4sw-6-22445317-0,24.0
router-84875df7fc-cmkz9-7-50723480-0,22.0
router-84875df7fc-b5nxc-7-24948598-0,27.0
router-84875df7fc-b5nxc-7-30424007-0,8.0
router-84875df7fc-cmkz9-4-23122013-0,32.0
router-84875df7fc-scxcj-7-58168741-0,3.0
router-84875df7fc-8n4sw-7-71615090-0,21.0
router-84875df7fc-8n4sw-7-60851807-0,20.0
router-84875df7fc-b5nxc-4-68397797-0,19.0
router-84875df7fc-b5nxc-4-69882940-0,5.0
router-84875df7fc-cmkz9-2-10091669-0,0.0
router-84875df7fc-cmkz9-6-17457934-0,24.0
router-84875df7fc-8n4sw-3-6770645-0,21.0
router-84875df7fc-cmkz9-7-52279620-0,17.0
router-84875df7fc-8n4sw-7-73472989-0,21.0
router-84875df7fc-cmkz9-2-8462292-0,1.0
router-84875df7fc-8n4sw-6-23831597-0,18.0
router-84875df7fc-8n4sw-7-74631481-0,19.0
router-84875df7fc-b5nxc-4-57422970-0,0.0
router-84875df7fc-8n4sw-4-9982222-0,11.0
router-84875df7fc-scxcj-3-28524432-0,15.0
router-84875df7fc-cmkz9-2-10130391-1,42.0
router-84875df7fc-52vz8-5-10847987-0,16.0
router-84875df7fc-b5nxc-4-74005715-0,39.0
router-84875df7fc-b5nxc-4-70838877-0,21.0
router-84875df7fc-8n4sw-6-22672850-0,5.0
router-84875df7fc-scxcj-7-64955888-0,11.0
router-84875df7fc-52vz8-5-7836989-0,24.0
router-84875df7fc-scxcj-3-23369631-0,48.0
router-84875df7fc-8n4sw-1-6306864-0,8.0
router-84875df7fc-scxcj-0-6549940-0,23.0
router-84875df7fc-8n4sw-7-69081737-0,45.0
router-84875df7fc-scxcj-0-9121107-0,21.0
router-84875df7fc-scxcj-6-16183924-0,13.0
router-84875df7fc-cmkz9-5-8250949-0,23.0
router-84875df7fc-scxcj-7-56259316-0,7.0
router-84875df7fc-cmkz9-7-54231639-0,27.0
router-84875df7fc-cmkz9-6-13684795-0,7.0
router-84875df7fc-8n4sw-7-60151259-0,17.0
router-84875df7fc-scxcj-7-54961785-0,15.0
router-84875df7fc-b5nxc-3-9385229-0,24.0
router-84875df7fc-scxcj-7-64734038-0,18.0
router-84875df7fc-b5nxc-4-70471035-0,25.0
router-84875df7fc-8n4sw-7-72750346-0,7.0
router-84875df7fc-8n4sw-6-27553617-0,3.0
router-84875df7fc-b5nxc-4-67055107-0,17.0
router-84875df7fc-52vz8-4-30486036-0,23.0
router-84875df7fc-cmkz9-0-6644062-0,20.0
router-84875df7fc-8n4sw-7-73139238-0,41.0
router-84875df7fc-scxcj-7-67892477-0,25.0
router-84875df7fc-52vz8-3-13750827-0,26.0
router-84875df7fc-52vz8-1-9375060-0,8.0
router-84875df7fc-scxcj-3-28983533-0,20.0
router-84875df7fc-b5nxc-0-5350270-0,23.0
router-84875df7fc-b5nxc-7-28763633-0,16.0
router-84875df7fc-b5nxc-7-20924544-0,14.0
router-84875df7fc-cmkz9-2-7993056-0,0.0
router-84875df7fc-scxcj-6-12746747-1,0.0
router-84875df7fc-cmkz9-4-30084383-0,7.0
router-84875df7fc-8n4sw-7-61610323-0,20.0
router-84875df7fc-scxcj-0-7492661-0,42.0
router-84875df7fc-cmkz9-7-48871301-0,24.0
router-84875df7fc-scxcj-7-66053215-0,19.0
router-84875df7fc-scxcj-7-55180354-0,18.0
router-84875df7fc-8n4sw-4-14687313-0,13.0
router-84875df7fc-scxcj-7-58711333-0,38.0
router-84875df7fc-52vz8-4-24929741-0,40.0
router-84875df7fc-scxcj-7-64643523-0,20.0
router-84875df7fc-b5nxc-5-8591670-0,27.0
router-84875df7fc-scxcj-7-54515691-0,14.0
router-84875df7fc-scxcj-7-67125104-0,22.0
router-84875df7fc-8n4sw-6-31311004-0,28.0
router-84875df7fc-scxcj-7-55836092-0,21.0
router-84875df7fc-cmkz9-6-13147377-0,20.0
router-84875df7fc-8n4sw-7-77378702-0,38.0
router-84875df7fc-8n4sw-4-11820229-0,4.0
router-84875df7fc-b5nxc-4-58645735-0,14.0
router-84875df7fc-scxcj-5-9392589-0,34.0
router-84875df7fc-52vz8-6-66226886-0,20.0
router-84875df7fc-8n4sw-7-79203186-0,15.0
router-84875df7fc-52vz8-6-47849658-0,40.0
router-84875df7fc-52vz8-3-15858794-0,25.0
router-84875df7fc-scxcj-2-10386698-0,13.0
router-84875df7fc-8n4sw-7-61246087-0,26.0
router-84875df7fc-cmkz9-6-16100145-0,5.0
router-84875df7fc-scxcj-7-52786363-0,34.0
router-84875df7fc-b5nxc-2-9522868-0,9.0
router-84875df7fc-scxcj-7-67584546-0,21.0
router-84875df7fc-cmkz9-7-63783993-0,43.0
router-84875df7fc-52vz8-2-7259684-0,4.0
router-84875df7fc-52vz8-6-68662107-0,0.0
router-84875df7fc-8n4sw-6-28214664-0,18.0
router-84875df7fc-cmkz9-4-24757435-0,10.0
router-84875df7fc-b5nxc-1-7583563-0,45.0
router-84875df7fc-cmkz9-0-8220460-0,26.0
router-84875df7fc-cmkz9-1-8761940-0,35.0
router-84875df7fc-8n4sw-6-31656249-0,17.0
router-84875df7fc-8n4sw-7-52547689-0,13.0
router-84875df7fc-scxcj-3-30092574-0,23.0
router-84875df7fc-b5nxc-3-9810411-0,28.0
router-84875df7fc-b5nxc-4-75395890-0,31.0
router-84875df7fc-scxcj-0-7422973-0,42.0
router-84875df7fc-b5nxc-1-9000418-0,22.0
router-84875df7fc-cmkz9-4-22046418-0,0.0
router-84875df7fc-cmkz9-7-64640237-0,10.0
router-84875df7fc-b5nxc-4-71934703-0,54.0
router-84875df7fc-cmkz9-7-64263179-0,42.0
router-84875df7fc-scxcj-7-52171861-0,10.0
router-84875df7fc-b5nxc-4-56562645-0,6.0
router-84875df7fc-52vz8-4-23829103-0,10.0
router-84875df7fc-scxcj-7-72767360-0,14.0
router-84875df7fc-8n4sw-5-9399031-0,47.0
router-84875df7fc-scxcj-4-7485326-0,9.0
router-84875df7fc-cmkz9-3-6478437-0,26.0
router-84875df7fc-b5nxc-6-15101965-0,20.0
router-84875df7fc-8n4sw-7-70547594-0,24.0
router-84875df7fc-scxcj-3-28012407-0,31.0
router-84875df7fc-b5nxc-1-6498931-0,32.0
router-84875df7fc-scxcj-3-28218952-0,40.0
router-84875df7fc-8n4sw-1-6602863-0,42.0
router-84875df7fc-52vz8-6-62862914-0,15.0
router-84875df7fc-52vz8-1-7453121-0,34.0
router-84875df7fc-b5nxc-4-69322892-0,13.0
router-84875df7fc-8n4sw-6-21851861-0,2.0
router-84875df7fc-scxcj-3-22257619-0,18.0
router-84875df7fc-scxcj-6-14977245-0,2.0
router-84875df7fc-scxcj-1-5442456-0,17.0
router-84875df7fc-52vz8-5-7545417-0,26.0
router-84875df7fc-cmkz9-7-64880086-0,16.0
router-84875df7fc-8n4sw-7-74162335-0,7.0
router-84875df7fc-b5nxc-4-51132220-0,27.0
router-84875df7fc-scxcj-7-67015449-0,28.0
router-84875df7fc-52vz8-6-63438345-0,54.0
router-84875df7fc-52vz8-2-10072020-0,7.0
router-84875df7fc-cmkz9-1-9109951-0,12.0
router-84875df7fc-scxcj-3-29419802-0,11.0
router-84875df7fc-52vz8-4-21768356-0,48.0
router-84875df7fc-cmkz9-4-30559675-0,18.0
router-84875df7fc-8n4sw-1-8342206-0,15.0
router-84875df7fc-b5nxc-4-72647404-0,0.0
router-84875df7fc-b5nxc-4-60214677-0,43.0
router-84875df7fc-52vz8-0-5589736-0,33.0
router-84875df7fc-scxcj-6-15260592-0,24.0
router-84875df7fc-52vz8-6-54249116-0,13.0
router-84875df7fc-b5nxc-1-8955466-0,18.0
router-84875df7fc-52vz8-6-53453998-0,15.0
router-84875df7fc-8n4sw-7-62446748-0,13.0
router-84875df7fc-cmkz9-2-10030924-1,19.0
router-84875df7fc-8n4sw-7-77902046-0,17.0
router-84875df7fc-52vz8-5-10639546-0,34.0
router-84875df7fc-8n4sw-7-59819814-0,5.0
router-84875df7fc-cmkz9-4-22541936-0,25.0
router-84875df7fc-b5nxc-1-7321366-0,26.0
router-84875df7fc-b5nxc-0-5278625-0,56.0
router-84875df7fc-8n4sw-4-13832250-0,19.0
router-84875df7fc-b5nxc-1-8508280-0,24.0
router-84875df7fc-b5nxc-4-51196067-0,43.0
router-84875df7fc-scxcj-7-69638512-0,46.0
router-84875df7fc-b5nxc-4-58790817-0,13.0
router-84875df7fc-scxcj-7-69060771-0,9.0
router-84875df7fc-52vz8-4-24839470-0,39.0
router-84875df7fc-cmkz9-7-66212356-0,10.0
router-84875df7fc-cmkz9-1-9243348-0,1.0
router-84875df7fc-b5nxc-4-59604687-0,9.0
router-84875df7fc-52vz8-6-53290838-0,2.0
router-84875df7fc-cmkz9-0-7710741-0,24.0
router-84875df7fc-cmkz9-0-7341263-0,34.0
router-84875df7fc-b5nxc-4-50002863-0,22.0
router-84875df7fc-b5nxc-0-5397703-0,9.0
router-84875df7fc-b5nxc-5-11143994-0,0.0
router-84875df7fc-scxcj-4-8007527-0,18.0
router-84875df7fc-scxcj-2-9607122-0,9.0
router-84875df7fc-scxcj-7-56006104-0,12.0
router-84875df7fc-cmkz9-4-25346299-0,16.0
router-84875df7fc-scxcj-7-51844638-0,1.0
router-84875df7fc-b5nxc-4-71764797-0,46.0
router-84875df7fc-8n4sw-7-61665775-0,31.0
router-84875df7fc-scxcj-3-24208991-0,47.0
router-84875df7fc-b5nxc-4-72930927-0,25.0
router-84875df7fc-scxcj-3-21677084-0,0.0
router-84875df7fc-scxcj-5-11456234-0,0.0
router-84875df7fc-scxcj-1-7147562-0,0.0
router-84875df7fc-cmkz9-7-54834495-0,19.0
router-84875df7fc-52vz8-3-16366939-0,17.0
router-84875df7fc-8n4sw-3-9298708-0,27.0
router-84875df7fc-cmkz9-0-7702885-0,69.0
router-84875df7fc-cmkz9-5-11763438-0,0.0
router-84875df7fc-8n4sw-6-21352590-0,13.0
router-84875df7fc-cmkz9-1-7570938-0,4.0
router-84875df7fc-scxcj-3-23065032-0,40.0
router-84875df7fc-cmkz9-7-48417221-0,15.0
router-84875df7fc-cmkz9-7-48023427-0,30.0
router-84875df7fc-cmkz9-2-7837672-0,11.0
router-84875df7fc-cmkz9-7-64600035-0,24.0
